"date","month","year","event","championship","decision","decision_group","round","time","p1_result","p1_id","p1_name","p1_country","p1_sex","p2_result","p2_id","p2_name","p2_country","p2_sex","wtClass"
"4/19/19",4,2019,"Future FC 4: Turman vs. Lyoto",FALSE,"KO/TKO","KO/TKO","3","04:21:00","L",4030631,"Moreira, Gisele","BRA","F","W",4292349,"Rosa, Karol","BRA","F","Bantamweight"
"8/11/18",8,2018,"Dana White's Contender Series: Brazil 3",FALSE,"Decision - Split","Decision","3","05:00:00","W",4030631,"Moreira, Gisele","BRA","F","L",3971629,"Silva, Dayana","BRA","F","Featherweight"
"3/18/17",3,2017,"AFC: Aspera Fighting Championship 50",FALSE,"Decision - Majority","Decision","3","05:00:00","W",4030631,"Moreira, Gisele","BRA","F","L",4292349,"Rosa, Karol","BRA","F","Bantamweight"
"8/16/15",8,2015,"AFC: Aspera FC 23",FALSE,"Decision - Unanimous","Decision","3","05:00:00","L",4030631,"Moreira, Gisele","BRA","F","W",3170347,"Santos, Taila","BRA","F","Bantamweight"
"7/27/97",7,1997,"UFC 14:  Showdown",FALSE,"Decision - Unanimous","Decision","2","03:00:00","W",2951335,"Moreira, Joe","BRA","M","L",2951493,"Vaulin, Yuri","USA","M","Lightweight"
"2/16/96",2,1996,"UFC 8: David vs. Goliath",FALSE,"Decision - Unanimous","Decision","1","10:00:00","L",2951335,"Moreira, Joe","BRA","M","W",2951121,"Varelans, Paul","ARG","M","Open Weight"
"10/30/20",10,2020,"TAURA MMA 11: Moreira vs. Wilson",TRUE,"Decision - Unanimous","Decision","5","05:00:00","L",3108777,"Moreira, Richardson","BRA","M","W",3159585,"Wilson, Jonathan","USA","M","Middleweight"
"1/5/13",1,2013,"NCF: Nitrix Champion Fight 13",FALSE,"Submission (Rear Naked Choke)","Submission","1","00:00:00","L",3108777,"Moreira, Richardson","BRA","M","W",3108862,"Uda, Alberto","BRA","M","Middleweight"
"1/20/21",1,2021,"UFC Fight Night: Chiesa vs. Magny",FALSE,"KO/TKO","KO/TKO","2","00:39:00","L",4372196,"Moreira, Vinicius","BRA","M","W",2618069,"Villanueva, Ike","USA","M","Heavyweight"
"3/11/18",3,2018,"SFL 2018: Haryana Sultans vs. U.P. Nawabs",FALSE,"Submission (Arm Triangle)","Submission","1","04:07:00","W",4372196,"Moreira, Vinicius","BRA","M","L",4013798,"Radcliffe, Jason","ENG","M","Heavyweight"
"3/11/00",3,2000,"CFF: Cobra Open",FALSE,"Unanimous Decision","Decision","-","00:00:00","L",2556567,"Moreles, Octavio","BRA","M","W",2465555,"Valencia, Charlie","USA","M","Bantamweight"
"4/12/03",4,2003,"RITC 47: Unstoppable",FALSE,"Unanimous Decision","Decision","3","03:00:00","W",2499045,"Moreng, Jesse","CAN","M","L",2354544,"Varner, Jamie","USA","M","Lightweight"
"4/26/14",4,2014,"TWC 23: Ego Trip",FALSE,"Submission","Submission","1","01:01:00","L",4426316,"Moreno, Andrew","USA","M","W",3147489,"Murdock, Vince","USA","M","Bantamweight"
"9/6/06",9,2006,"NCC: Nordest Combat Championship",FALSE,"TKO","KO/TKO","1","00:55:00","L",2486960,"Moreno, Antonio","USA","M","W",2354336,"Tibau, Gleison","BRA","M","Lightweight"
"11/21/20",11,2020,"UFC 255: Figueiredo vs. Perez",FALSE,"KO/TKO","KO/TKO","1","04:59:00","W",3027545,"Moreno, Brandon","MEX","M","L",4239928,"Royval, Brandon","USA","M","Flyweight"
"6/7/19",6,2019,"LFA 69: Perez vs. Moreno",TRUE,"KO/TKO","KO/TKO","4","01:54:00","W",3027545,"Moreno, Brandon","MEX","M","L",4229747,"Perez, Maikel","CUB","M","Flyweight"
"5/19/18",5,2018,"UFC Fight Night: Maia vs. Usman",FALSE,"Decision - Unanimous","Decision","3","05:00:00","L",3027545,"Moreno, Brandon","MEX","M","W",2560746,"Pantoja, Alexandre","BRA","M","Flyweight"
"8/5/17",8,2017,"UFC Fight Night: Pettis vs. Moreno",FALSE,"Decision - Unanimous","Decision","5","05:00:00","L",3027545,"Moreno, Brandon","MEX","M","W",3002028,"Pettis, Sergio","USA","M","Flyweight"
"4/22/17",4,2017,"UFC Fight Night: Swanson vs. Lobov",FALSE,"Submission","Submission","2","04:06:00","W",3027545,"Moreno, Brandon","MEX","M","L",2512958,"Ortiz, Dustin","USA","M","Flyweight"
"10/1/16",10,2016,"UFC Fight Night: Lineker vs. Dodson",FALSE,"Submission","Submission","1","02:23:00","W",3027545,"Moreno, Brandon","MEX","M","L",3087023,"Smolka, Louis","USA","M","Bantamweight"
"1/26/08",1,2008,"X-1 Events: Champions",FALSE,"Decision - Unanimous","Decision","3","05:00:00","L",2971744,"Moreno, David","USA","M","W",2502027,"Yagin, Eddie","USA","M","Featherweight"
"8/11/07",8,2007,"WR 10: Warriors Realm 10",FALSE,"Submission (Arm Triangle)","Submission","3","02:38:00","L",2971744,"Moreno, David","USA","M","W",3088598,"Pang, Adrian","AUS","M","Welterweight"
"8/1/15",8,2015,"WSOF 22: Palhares vs. Shields",FALSE,"Decision - Unanimous","Decision","3","05:00:00","L",3917746,"Moreno, Jorge","USA","M","W",3895515,"Nurmagomedov, Abubakar","RUS","M","Welterweight"
"3/22/07",3,2007,"PFC 2: Fast and Furious",FALSE,"Submission (Guillotine)","Submission","1","00:23:00","L",2557058,"Moreno, Louie","BRA","M","W",2503659,"Yahya, Rani","BRA","M","Bantamweight"
"6/24/22",6,2022,"Bellator 282: Mousasi vs. Eblen",FALSE,"Decision - Unanimous","Decision","3","05:00:00","L",3150680,"Moret, Dan","USA","M","W",4342216,"Mota, Killys","BRA","M","Lightweight"
"4/9/21",4,2021,"Bellator 256: Bader vs. Machida 2",FALSE,"Decision - Split","Decision","3","05:00:00","W",3150680,"Moret, Dan","USA","M","L",3076910,"Yamauchi, Goiti","JPN","M","Welterweight"
"3/9/19",3,2019,"UFC Fight Night: Lewis vs. Dos Santos",FALSE,"Decision - Unanimous","Decision","3","05:00:00","L",3150680,"Moret, Dan","USA","M","W",3097954,"White, Alex","USA","M","Lightweight"
"3/4/16",3,2016,"RFA 36: Camus vs. Brown",FALSE,"Decision - Unanimous","Decision","3","05:00:00","W",3150680,"Moret, Dan","USA","M","L",3128474,"Wick, Josh","USA","M","Lightweight"
"1/16/16",1,2016,"Driller Promotions: Mecca 7",FALSE,"Submission (Guillotine)","Submission","2","00:41:00","W",3150680,"Moret, Dan","USA","M","L",2989351,"Plazola, Mike","USA","M","Lightweight"
"3/7/14",3,2014,"RFA 13: Cochrane vs. Escudero",FALSE,"Unanimous Decision","Decision","3","05:00:00","L",3150680,"Moret, Dan","USA","M","W",2546733,"Sanders, Luke","USA","M","Lightweight"
"5/4/18",5,2018,"TKO 43: Barriault vs. Kornberger",FALSE,"Decision - Split","Decision","3","05:00:00","W",4213329,"Morgan, Alexander","CAN","M","L",4008509,"Petties, Peter","USA","M","Featherweight"
"9/8/17",9,2017,"TKO 40: Denouement",FALSE,"Decision - Split","Decision","3","05:00:00","L",4213329,"Morgan, Alexander","CAN","M","W",3030258,"Nogueira, Joao Luiz","BRA","M","Featherweight"
"8/1/15",8,2015,"Square Ring Promotions: Island Fights 34",FALSE,"KO/TKO","KO/TKO","1","04:03:00","L",3960087,"Morgan, Chaz","CAN","M","W",3960082,"Nicholson, Alex","USA","M","Heavyweight"
"12/5/20",12,2020,"Ultimate Battle Grounds 5 - Winter Flurries",FALSE,"Decision - Unanimous","Decision","3","05:00:00","L",3024071,"Morgan, Dave","USA","M","W",4875510,"Rlayang, Theo","USA","M","Featherweight"
"1/27/18",1,2018,"864 Fighting Championship: Fight 1",FALSE,"KO/TKO","KO/TKO","2","03:39:00","L",3024071,"Morgan, Dave","USA","M","W",4576059,"Sweeney, John","USA","M","Bantamweight"
"11/25/11",11,2011,"PACF: PA Cage Fight 9",FALSE,"Decision - Unanimous","Decision","3","05:00:00","W",3024071,"Morgan, Dave","USA","M","L",3031561,"Velez, Evan","USA","M","Bantamweight"
"11/14/03",11,2003,"Shooto USA-Warrior Spirit: Evolution",FALSE,"Submission (Armbar)","Submission","1","02:41:00","W",2335817,"Morgan, Sammy","USA","M","L",2335809,"Riley, Aaron","USA","M","Catchweight"
"11/19/10",11,2010,"Shooto: The Way of Shooto 6",FALSE,"TKO","KO/TKO","1","04:49:00","L",2976918,"Mori, Takuya","JPN","M","W",2613316,"Urushitani, Yasuhiro","JPN","M","Flyweight"
"6/29/19",6,2019,"Sicario MMA - Sicario 05",FALSE,"KO/TKO","KO/TKO","1","02:08:00","L",4371921,"Morinishi Pontes, Vinicius","JPN","M","W",4914573,"Santos, Mairon","BRA","M","Bantamweight"
"1/24/19",1,2019,"A Batalha FC 6",FALSE,"Submission (Armbar)","Submission","1","04:49:00","L",5100120,"Morone, Joseph","JPN","M","W",4279543,"Paiva, Willyanedson","BRA","M","Heavyweight"
"12/10/22",12,2022,"UFC 282: Blachowicz vs. Ankalaev",FALSE,"KO/TKO","KO/TKO","3","02:29:00","L",3088232,"Morono, Alex","USA","M","W",3043484,"Ponzinibbio, Santiago","ARG","M","Welterweight"
"7/30/22",7,2022,"UFC 277: Peña vs. Nunes 2",FALSE,"Decision - Unanimous","Decision","3","05:00:00","W",3088232,"Morono, Alex","USA","M","L",4688408,"Semelsberger, Matthew","USA","M","Welterweight"
"9/4/21",9,2021,"UFC Fight Night: Brunson vs. Till",FALSE,"Decision - Unanimous","Decision","3","05:00:00","W",3088232,"Morono, Alex","USA","M","L",3161786,"Zawada, David","GER","M","Welterweight"
"12/19/20",12,2020,"UFC Fight Night: Thompson vs. Neal",FALSE,"Decision - Unanimous","Decision","3","05:00:00","L",3088232,"Morono, Alex","USA","M","W",2504171,"Pettis, Anthony","USA","M","Welterweight"
"2/8/20",2,2020,"UFC 247: Jones vs. Reyes",FALSE,"KO/TKO","KO/TKO","1","00:27:00","L",3088232,"Morono, Alex","USA","M","W",4612580,"Williams, Khaos","USA","M","Welterweight"
"3/9/19",3,2019,"UFC Fight Night: Lewis vs. Dos Santos",FALSE,"KO/TKO","KO/TKO","1","03:34:00","W",3088232,"Morono, Alex","USA","M","L",3088241,"Ottow, Zak","USA","M","Welterweight"
"9/22/17",9,2017,"UFC Fight Night: Saint Preux vs. Okami",FALSE,"Decision - Split","Decision","3","05:00:00","L",3088232,"Morono, Alex","USA","M","W",2335825,"Nakamura, Keita","JPN","M","Welterweight"
"2/4/17",2,2017,"UFC Fight Night: Bermudez vs. The Korean Zombie",FALSE,"No Contest","Unkown/Other","2","05:00:00","D",3088232,"Morono, Alex","USA","M","D",4077451,"Price, Niko","USA","M","Welterweight"
"1/2/16",1,2016,"UFC 195: Lawler vs. Condit",FALSE,"Decision - Split","Decision","3","05:00:00","W",3088232,"Morono, Alex","USA","M","L",2497959,"Noke, Kyle","AUS","M","Welterweight"
"4/9/11",4,2011,"LFC: Legacy Fighting Championship 6",FALSE,"Decision - Split","Decision","3","03:00:00","L",3088232,"Morono, Alex","USA","M","W",2611104,"Rexroad, Jeff","USA","M","Welterweight"
"8/6/16",8,2016,"UFC Fight Night: Rodriguez vs. Caceres",FALSE,"Decision - Split","Decision","3","05:00:00","W",3281606,"Moroz, Maryna","UKR","F","L",4037323,"Taylor, Danielle","USA","F","Flyweight"
"4/10/16",4,2016,"UFC Fight Night: Rothwell vs. dos Santos",FALSE,"Decision - Unanimous","Decision","3","05:00:00","W",3281606,"Moroz, Maryna","UKR","F","L",3972432,"Stanciu, Cristina","ROM","F","Flyweight"
"4/11/15",4,2015,"UFC Fight Night: Gonzaga vs. Cro Cop 2",FALSE,"Submission","Submission","1","01:30:00","W",3281606,"Moroz, Maryna","UKR","F","L",3028064,"Wood, Joanne","SCT","F","Flyweight"
"11/1/14",11,2014,"XFCI: XFC International 7",FALSE,"Submission (Armbar)","Submission","1","03:27:00","W",3281606,"Moroz, Maryna","UKR","F","L",3309918,"Silva, Karine","BRA","F","Flyweight"
"12/17/22",12,2022,"UFC Fight Night: Cannonier vs. Strickland",FALSE,"Decision - Unanimous","Decision","3","05:00:00","W",3960665,"Morozov, Sergey","KAZ","M","L",4251462,"Newson, Journey","USA","M","Bantamweight"
"6/25/22",6,2022,"UFC Fight Night: Tsarukyan vs. Gamrot",FALSE,"Decision - Unanimous","Decision","3","05:00:00","W",3960665,"Morozov, Sergey","KAZ","M","L",4372195,"Paiva, Raulian","BRA","M","Bantamweight"
"2/12/22",2,2022,"UFC 271: Adesanya vs. Whittaker 2",FALSE,"Submission","Submission","2","03:24:00","L",3960665,"Morozov, Sergey","KAZ","M","W",3090893,"Silva de Andrade, Douglas","BRA","M","Featherweight"
"7/17/21",7,2021,"UFC Fight Night: Makhachev vs. Moises",FALSE,"Decision - Unanimous","Decision","3","05:00:00","W",3960665,"Morozov, Sergey","KAZ","M","L",4283575,"Taha, Khalid","GER","M","Featherweight"
"1/20/21",1,2021,"UFC Fight Night: Chiesa vs. Magny",FALSE,"Submission","Submission","2","03:39:00","L",3960665,"Morozov, Sergey","KAZ","M","W",4569549,"Nurmagomedov, Umar","RUS","M","Bantamweight"
"10/19/19",10,2019,"M-1 Challenge 105: Rettinghouse vs. Morozov",TRUE,"Decision - Unanimous","Decision","5","05:00:00","W",3960665,"Morozov, Sergey","KAZ","M","L",3076377,"Rettinghouse, Josh","USA","M","Bantamweight"
"6/28/19",6,2019,"M-1 Challenge 102: Rakhmonov vs. Varejao",TRUE,"TKO","KO/TKO","4","01:40:00","W",3960665,"Morozov, Sergey","KAZ","M","L",4691014,"Osetrov, Alexander","PHI","M","Featherweight"
"12/9/16",12,2016,"M-1 Challenge 73: Battle of Narts",FALSE,"KO","KO/TKO","1","04:22:00","L",3960665,"Morozov, Sergey","KAZ","M","W",3076377,"Rettinghouse, Josh","USA","M","Bantamweight"
"2/19/16",2,2016,"M-1 Challenge 64: Shlemenko vs. Vasilevsky",FALSE,"Decision - Unanimous","Decision","3","05:00:00","L",3960665,"Morozov, Sergey","KAZ","M","W",3960666,"Vitruk, Pavel","UKR","M","Bantamweight"
"7/3/15",7,2015,"M-1 Challenge 59: Kharitonov vs. Garner 2",FALSE,"TKO","KO/TKO","2","03:50:00","W",3960665,"Morozov, Sergey","KAZ","M","L",3961879,"Young, Andy","NIR","M","Bantamweight"
"3/23/13",3,2013,"Nitro MMA: Nitro 8",FALSE,"Decision - Unanimous","Decision","3","05:00:00","W",4070676,"Morris, Chris","AUS","M","L",4812389,"Ross, Shannon","USA","M","Bantamweight"
"6/10/17",6,2017,"Nitro 14: Reloaded",FALSE,"Decision - Unanimous","Decision","3","05:00:00","L",3871731,"Morris, Luke","AUS","M","W",4812389,"Ross, Shannon","USA","M","Flyweight"
"6/29/13",6,2013,"K.O. Martial Arts: Adrenalin-Unleashed",FALSE,"Decision - Unanimous","Decision","3","05:00:00","L",3871731,"Morris, Luke","AUS","M","W",2594874,"Nguyen, Ben","USA","M","Flyweight"
"11/30/18",11,2018,"Bellator 210: Njokuani vs. Salter",FALSE,"TKO (Retirement)","KO/TKO","1","05:00:00","L",4406162,"Morris, Will","USA","M","W",2570365,"Schilling, Joe","USA","M","Middleweight"
"12/16/17",12,2017,"Fury FC 21: Fury Fighting Championship 21",FALSE,"TKO","KO/TKO","1","01:03:00","W",4406162,"Morris, Will","USA","M","L",3099958,"Ontiveros, Charlie","USA","M","Middleweight"
"7/28/06",7,2006,"WEC 22: The Hitmen",FALSE,"Submission","Submission","1","01:27:00","L",2951119,"Morrison, Jack","USA","M","W",2504929,"Teixeira, Glover","BRA","M","Heavyweight"
"5/12/18",5,2018,"Bellator 199: Bader vs. King Mo",FALSE,"KO/TKO","KO/TKO","1","01:10:00","L",3082866,"Morrison, Lee","USA","M","W",4199009,"Pico, Aaron","USA","M","Featherweight"
"6/6/15",6,2015,"M-1 Challenge 58: Battle in the Mountains 4",FALSE,"Decision - Majority","Decision","3","05:00:00","W",3082866,"Morrison, Lee","USA","M","L",3960666,"Vitruk, Pavel","UKR","M","Featherweight"
"6/7/14",6,2014,"M-1 Challenge 49: Battle in the Mountains",FALSE,"Submission (Armbar)","Submission","1","00:00:00","L",3082866,"Morrison, Lee","USA","M","W",3722423,"Ragimov, Tural","AZE","M","Featherweight"
"5/26/12",5,2012,"UCL 13: Sandpoint Stand-Off 2",FALSE,"Decision - Unanimous","Decision","3","05:00:00","W",3082866,"Morrison, Lee","USA","M","L",2990078,"Swain, Daniel","USA","M","Featherweight"
"5/15/21",5,2021,"DCS 70: Spring Brawl",FALSE,"KO/TKO","KO/TKO","2","02:59:00","L",5083032,"Morrow, Nate","USA","M","W",4565644,"Ortega, Tony","USA","M","Featherweight"
"6/4/16",6,2016,"GOTC MMA 21: Holt vs. Pope",FALSE,"TKO","KO/TKO","3","01:04:00","L",3099627,"Morrow, Robert","USA","M","W",3024141,"Spohn, Dan","USA","M","Heavyweight"
"2/16/13",2,2013,"UVC 22: Mayhem",FALSE,"Submission (Rear Naked Choke)","Submission","1","02:41:00","L",3099627,"Morrow, Robert","USA","M","W",3024141,"Spohn, Dan","USA","M","Heavyweight"
"8/14/10",8,2010,"XFO 36: Outdoor War 6",FALSE,"Submission (Armbar)","Submission","2","04:13:00","L",3099627,"Morrow, Robert","USA","M","W",2596594,"Nowaczyk, Kevin","RUS","M","Heavyweight"
"2/21/09",2,2009,"TFC 14: Hornbuckle vs. Alexander",FALSE,"Submission (Rear Naked Choke)","Submission","1","04:28:00","L",3099627,"Morrow, Robert","USA","M","W",2596594,"Nowaczyk, Kevin","RUS","M","Heavyweight"
"12/20/02",12,2002,"LRDC 6: La Resa Dei Conti 6",FALSE,"TKO","KO/TKO","1","01:12:00","L",2553756,"Mortelette, David","USA","M","W",2335785,"Sakara, Alessio","ITA","M","Middleweight"
"7/10/10",7,2010,"Impact FC 1: The Uprising: Brisbane",FALSE,"Submission (Rear Naked Choke)","Submission","2","04:18:00","L",2557902,"Mortimer, Ben","AUS","M","W",2335701,"Parisyan, Karo","USA","M","Welterweight"
"11/26/16",11,2016,"WLMMA: We Love MMA 26",FALSE,"Decision - Unanimous","Decision","3","05:00:00","L",4013854,"Moscatelli, David","SUI","M","W",4685871,"Stoltzfus, Dustin","USA","M","Middleweight"
"1/11/20",1,2020,"Attitude MMA Fights 18",FALSE,"Submission (Rear Naked Choke)","Submission","2","00:51:00","L",4894667,"Moseley, Antowuan","SUI","M","W",4425728,"Weems, Joshua","USA","M","Featherweight"
"7/20/19",7,2019,"AMF: Attitude MMA Fights 18",FALSE,"Submission (Rear Naked Choke)","Submission","2","00:51:00","L",4894667,"Moseley, Antowuan","SUI","M","W",4425728,"Weems, Joshua","USA","M","Featherweight"
"9/26/15",9,2015,"Explosive Fight Promotions: Caged Madness 38",FALSE,"TKO","KO/TKO","1","04:29:00","L",4357310,"Mosley, John","USA","M","W",4354425,"Smith, Devonte","USA","M","Lightweight"
"7/18/21",7,2021,"LFA 112: Welterweight Grand Prix",FALSE,"Decision - Unanimous","Decision","3","05:00:00","W",4713585,"Mota, Carlos","BRA","M","L",5109867,"Oliveira, Jefferson","BRA","M","Bantamweight"
"11/18/22",11,2022,"Bellator 288: Nemkov vs. Anderson 2",FALSE,"Decision - Unanimous","Decision","3","05:00:00","W",4342216,"Mota, Killys","BRA","M","L",5110554,"Pacheco, Jairo","USA","M","Lightweight"
"10/25/19",10,2019,"Bellator 231: Mir vs. Nelson 2",FALSE,"KO/TKO","KO/TKO","3","01:16:00","W",4342216,"Mota, Killys","BRA","M","L",4063786,"Nallo, Mandel","CAN","M","Lightweight"
"2/28/19",2,2019,"ONE Championship: ONE Warrior Series 4",FALSE,"KO/TKO","KO/TKO","2","02:05:00","L",4806386,"Motamed, Ali","BRA","M","W",4801479,"Zoltsetseg, Shinechagtga","USA","M","Lightweight"
"10/4/19",10,2019,"EMMA: Eternal MMA 48",TRUE,"Decision - Unanimous","Decision","5","05:00:00","L",4701822,"Motono, Miki","JPN","F","W",4699589,"O'Neill, Casey","USA","F","Flyweight"
"3/5/98",3,1998,"PRIDE 2",FALSE,"Submission","Submission","1","03:47:00","L",2558096,"Mott, Juan","JPN","M","W",2354085,"Shoji, Akira","MEX","M","Open Weight"
"9/17/22",9,2022,"UFC Fight Night: Sandhagen vs. Song",FALSE,"KO/TKO","KO/TKO","1","03:49:00","W",3897242,"Motta, Nikolas","BRA","M","L",4416295,"VanCamp, Cameron","USA","M","Lightweight"
"7/21/18",7,2018,"864 Fighting Championship: Fight 5",FALSE,"KO","KO/TKO","3","01:08:00","W",3897242,"Motta, Nikolas","BRA","M","L",4423876,"Solecki, Joe","USA","M","Lightweight"
"6/12/98",6,1998,"HOOKnSHOOT: N-Vision",FALSE,"Submission (Keylock)","Submission","-","00:00:00","L",2502463,"Mounce, Chris","USA","M","W",2335809,"Riley, Aaron","USA","M","Lightweight"
"8/4/07",8,2007,"Fury FC 4: High Voltage",FALSE,"Submission","Submission","1","01:29:00","L",2500723,"Moura, Flavio Luiz","BRA","M","W",2335764,"Palhares, Rousimar","BRA","M","Welterweight"
"10/9/04",10,2004,"M-1 MFC: Middleweight GP",FALSE,"Submission (Rear Naked Choke)","Submission","1","01:11:00","W",2500723,"Moura, Flavio Luiz","BRA","M","L",2335844,"Oleinik, Aleksei","RUS","M","Heavyweight"
"7/13/03",7,2003,"Shooto",FALSE,"Decision - Split","Decision","3","05:00:00","L",2952129,"Moura, Robson","BRA","M","W",2613316,"Urushitani, Yasuhiro","JPN","M","Flyweight"
"5/19/18",5,2018,"ACB 87: Mousah vs. Whiteford",FALSE,"Decision - Split","Decision","3","05:00:00","L",4056009,"Mousah, Kane","ENG","M","W",3077120,"Whiteford, Robert","SCT","M","Lightweight"
"9/19/15",9,2015,"BAMMA 22: Duquesnoy vs. Loughnane",FALSE,"Decision - Unanimous","Decision","3","05:00:00","W",4056009,"Mousah, Kane","ENG","M","L",3011928,"Price, Myles","IRL","M","Lightweight"
"2/25/22",2,2022,"Bellator 275: Mousasi vs. Vanderford",TRUE,"KO/TKO","KO/TKO","1","01:25:00","W",2431313,"Mousasi, Gegard","NED","M","L",4290344,"Vanderford, Austin","USA","M","Middleweight"
"8/13/21",8,2021,"Bellator 264: Mousasi vs. Salter",TRUE,"TKO (Punches)","KO/TKO","3","02:07:00","W",2431313,"Mousasi, Gegard","NED","M","L",2504230,"Salter, John","USA","M","Middleweight"
"10/20/17",10,2017,"Bellator 185: Mousasi vs. Shlemenko",FALSE,"Decision - Unanimous","Decision","3","05:00:00","W",2431313,"Mousasi, Gegard","NED","M","L",2511246,"Shlemenko, Alexander","RUS","M","Middleweight"
"4/8/17",4,2017,"UFC 210: Cormier vs. Johnson 2",FALSE,"KO/TKO","KO/TKO","2","03:13:00","W",2431313,"Mousasi, Gegard","NED","M","L",2553993,"Weidman, Chris","USA","M","Middleweight"
"7/9/16",7,2016,"UFC 200: Tate vs. Nunes",FALSE,"KO/TKO","KO/TKO","1","04:32:00","W",2431313,"Mousasi, Gegard","NED","M","L",3045798,"Santos, Thiago","BRA","M","Heavyweight"
"5/16/15",5,2015,"UFC Fight Night: Edgar vs. Faber",FALSE,"Decision - Unanimous","Decision","3","05:00:00","W",2431313,"Mousasi, Gegard","NED","M","L",2553304,"Philippou, Constantinos","USA","M","Middleweight"
"9/5/14",9,2014,"UFC Fight Night: Souza vs. Mousasi",FALSE,"Submission","Submission","3","04:30:00","L",2431313,"Mousasi, Gegard","NED","M","W",2431314,"Souza, Jacare","BRA","M","Middleweight"
"5/31/14",5,2014,"UFC Fight Night: Munoz vs. Mousasi",FALSE,"Submission","Submission","1","03:57:00","W",2431313,"Mousasi, Gegard","NED","M","L",2335647,"Munoz, Mark","USA","M","Middleweight"
