"","athlete_display_name","team_short_display_name","min","fg","fg3","ft","oreb","dreb","reb","ast","stl","blk","to","pf","plus_minus","pts","starter","ejected","did_not_play","active","athlete_jersey","athlete_id","athlete_short_name","athlete_headshot_href","athlete_position_name","athlete_position_abbreviation","team_name","team_logo","team_id","team_abbreviation","team_color","game_id","season","season_type","game_date"
"1","Kevin Durant","Nets","30","13-25","3-7","3-6","0","11","11","4","0","2","1","2","-20","32",TRUE,FALSE,FALSE,FALSE,"7","3202","K. Durant","https://a.espncdn.com/i/headshots/nba/players/full/3202.png","Power Forward","PF","Nets","https://a.espncdn.com/i/teamlogos/nba/500/bkn.png","17","BKN","000000",401358773,2022,2,2021-10-19
"2","Blake Griffin","Nets","23","2-5","0-1","2-2","1","4","5","0","1","0","1","1","-6","6",TRUE,FALSE,FALSE,FALSE,"2","3989","B. Griffin","https://a.espncdn.com/i/headshots/nba/players/full/3989.png","Power Forward","PF","Nets","https://a.espncdn.com/i/teamlogos/nba/500/bkn.png","17","BKN","000000",401358773,2022,2,2021-10-19
"3","Nic Claxton","Nets","24","6-9","0-0","0-3","0","7","7","0","0","0","0","3","-15","12",TRUE,FALSE,FALSE,FALSE,"33","4278067","N. Claxton","https://a.espncdn.com/i/headshots/nba/players/full/4278067.png","Power Forward","PF","Nets","https://a.espncdn.com/i/teamlogos/nba/500/bkn.png","17","BKN","000000",401358773,2022,2,2021-10-19
"4","Joe Harris","Nets","31","3-9","3-5","0-0","0","2","2","2","0","0","2","1","0","9",TRUE,FALSE,FALSE,FALSE,"12","2528794","J. Harris","https://a.espncdn.com/i/headshots/nba/players/full/2528794.png","Small Forward","SF","Nets","https://a.espncdn.com/i/teamlogos/nba/500/bkn.png","17","BKN","000000",401358773,2022,2,2021-10-19
"5","James Harden","Nets","31","6-16","4-8","4-4","3","5","8","8","1","2","4","3","-20","20",TRUE,FALSE,FALSE,FALSE,"13","3992","J. Harden","https://a.espncdn.com/i/headshots/nba/players/full/3992.png","Shooting Guard","SG","Nets","https://a.espncdn.com/i/teamlogos/nba/500/bkn.png","17","BKN","000000",401358773,2022,2,2021-10-19
"6","Paul Millsap","Nets","5","0-0","0-0","0-0","1","2","3","0","0","1","1","0","-1","0",FALSE,FALSE,FALSE,FALSE,"31","3015","P. Millsap","https://a.espncdn.com/i/headshots/nba/players/full/3015.png","Power Forward","PF","Nets","https://a.espncdn.com/i/teamlogos/nba/500/bkn.png","17","BKN","000000",401358773,2022,2,2021-10-19
"7","James Johnson","Nets","21","0-2","0-1","1-2","0","0","0","2","0","1","0","3","-6","1",FALSE,FALSE,FALSE,TRUE,"16","3999","J. Johnson","https://a.espncdn.com/i/headshots/nba/players/full/3999.png","Power Forward","PF","Nets","https://a.espncdn.com/i/teamlogos/nba/500/bkn.png","17","BKN","000000",401358773,2022,2,2021-10-19
"8","LaMarcus Aldridge","Nets","16","0-2","0-0","1-4","0","3","3","1","0","1","1","2","+2","1",FALSE,FALSE,FALSE,FALSE,"21","2983","L. Aldridge","https://a.espncdn.com/i/headshots/nba/players/full/2983.png","Forward","F","Nets","https://a.espncdn.com/i/teamlogos/nba/500/bkn.png","17","BKN","000000",401358773,2022,2,2021-10-19
"9","Bruce Brown","Nets","4","0-0","0-0","0-0","0","1","1","0","0","1","0","0","-9","0",FALSE,FALSE,FALSE,TRUE,"1","4065670","B. Brown","https://a.espncdn.com/i/headshots/nba/players/full/4065670.png","Small Forward","SF","Nets","https://a.espncdn.com/i/teamlogos/nba/500/bkn.png","17","BKN","000000",401358773,2022,2,2021-10-19
"10","Patty Mills","Nets","29","7-11","7-7","0-0","0","2","2","2","1","1","0","1","+7","21",FALSE,FALSE,FALSE,FALSE,"8","4004","P. Mills","https://a.espncdn.com/i/headshots/nba/players/full/4004.png","Point Guard","PG","Nets","https://a.espncdn.com/i/teamlogos/nba/500/bkn.png","17","BKN","000000",401358773,2022,2,2021-10-19
"11","Jevon Carter","Nets","19","0-3","0-2","0-0","0","2","2","0","0","0","1","1","-29","0",FALSE,FALSE,FALSE,TRUE,"0","3133635","J. Carter","https://a.espncdn.com/i/headshots/nba/players/full/3133635.png","Point Guard","PG","Nets","https://a.espncdn.com/i/teamlogos/nba/500/bkn.png","17","BKN","000000",401358773,2022,2,2021-10-19
"12","DeAndre' Bembry","Nets","4","0-0","0-0","0-0","0","0","0","0","0","0","0","0","-9","0",FALSE,FALSE,FALSE,TRUE,"95","3062667","D. Bembry","https://a.espncdn.com/i/headshots/nba/players/full/3062667.png","Shooting Guard","SG","Nets","https://a.espncdn.com/i/teamlogos/nba/500/bkn.png","17","BKN","000000",401358773,2022,2,2021-10-19
"13","Cam Thomas","Nets","4","0-2","0-1","2-2","0","0","0","0","0","0","1","0","-9","2",FALSE,FALSE,FALSE,TRUE,"24","4432174","C. Thomas","https://a.espncdn.com/i/headshots/nba/players/full/4432174.png","Shooting Guard","SG","Nets","https://a.espncdn.com/i/teamlogos/nba/500/bkn.png","17","BKN","000000",401358773,2022,2,2021-10-19
"14","Giannis Antetokounmpo","Bucks","31","12-25","1-4","7-9","5","9","14","7","1","2","4","4","+25","32",TRUE,FALSE,FALSE,FALSE,"34","3032977","G. Antetokounmpo","https://a.espncdn.com/i/headshots/nba/players/full/3032977.png","Power Forward","PF","Bucks","https://a.espncdn.com/i/teamlogos/nba/500/mil.png","15","MIL","003813",401358773,2022,2,2021-10-19
"15","Khris Middleton","Bucks","31","8-17","1-4","3-4","0","9","9","3","1","0","1","3","+20","20",TRUE,FALSE,FALSE,FALSE,"22","6609","K. Middleton","https://a.espncdn.com/i/headshots/nba/players/full/6609.png","Small Forward","SF","Bucks","https://a.espncdn.com/i/teamlogos/nba/500/mil.png","15","MIL","003813",401358773,2022,2,2021-10-19
"16","Brook Lopez","Bucks","28","3-9","2-4","0-0","2","3","5","0","1","3","0","3","0","8",TRUE,FALSE,FALSE,FALSE,"11","3448","B. Lopez","https://a.espncdn.com/i/headshots/nba/players/full/3448.png","Center","C","Bucks","https://a.espncdn.com/i/teamlogos/nba/500/mil.png","15","MIL","003813",401358773,2022,2,2021-10-19
"17","Jrue Holiday","Bucks","18","5-7","2-4","0-0","1","0","1","1","1","0","0","0","+17","12",TRUE,FALSE,FALSE,FALSE,"21","3995","J. Holiday","https://a.espncdn.com/i/headshots/nba/players/full/3995.png","Point Guard","PG","Bucks","https://a.espncdn.com/i/teamlogos/nba/500/mil.png","15","MIL","003813",401358773,2022,2,2021-10-19
"18","Grayson Allen","Bucks","28","3-10","3-10","1-1","0","4","4","6","2","0","0","0","+23","10",TRUE,FALSE,FALSE,FALSE,"7","3135045","G. Allen","https://a.espncdn.com/i/headshots/nba/players/full/3135045.png","Shooting Guard","SG","Bucks","https://a.espncdn.com/i/teamlogos/nba/500/mil.png","15","MIL","003813",401358773,2022,2,2021-10-19
"19","Sandro Mamukelashvili","Bucks","7","0-1","0-0","0-0","0","1","1","1","0","0","0","0","+9","0",FALSE,FALSE,FALSE,TRUE,"54","4278580","S. Mamukelashvili","https://a.espncdn.com/i/headshots/nba/players/full/4278580.png","Power Forward","PF","Bucks","https://a.espncdn.com/i/teamlogos/nba/500/mil.png","15","MIL","003813",401358773,2022,2,2021-10-19
"20","Thanasis Antetokounmpo","Bucks","12","2-3","0-0","2-2","1","3","4","1","0","1","0","1","+8","6",FALSE,FALSE,FALSE,TRUE,"43","3102533","T. Antetokounmpo","https://a.espncdn.com/i/headshots/nba/players/full/3102533.png","Small Forward","SF","Bucks","https://a.espncdn.com/i/teamlogos/nba/500/mil.png","15","MIL","003813",401358773,2022,2,2021-10-19
"21","Jordan Nwora","Bucks","26","6-13","3-6","0-0","0","6","6","1","1","1","1","3","+6","15",FALSE,FALSE,FALSE,TRUE,"13","4277883","J. Nwora","https://a.espncdn.com/i/headshots/nba/players/full/4277883.png","Small Forward","SF","Bucks","https://a.espncdn.com/i/teamlogos/nba/500/mil.png","15","MIL","003813",401358773,2022,2,2021-10-19
"22","Georgios Kalaitzakis","Bucks","1","0-2","0-0","0-0","2","0","2","0","0","0","0","0","+2","0",FALSE,FALSE,FALSE,TRUE,"18","4683022","G. Kalaitzakis","https://a.espncdn.com/i/headshots/nba/players/full/4683022.png","Small Forward","SF","Bucks","https://a.espncdn.com/i/teamlogos/nba/500/mil.png","15","MIL","003813",401358773,2022,2,2021-10-19
"23","Pat Connaughton","Bucks","30","8-13","4-9","0-0","0","3","3","2","1","1","0","0","0","20",FALSE,FALSE,FALSE,FALSE,"24","2578239","P. Connaughton","https://a.espncdn.com/i/headshots/nba/players/full/2578239.png","Shooting Guard","SG","Bucks","https://a.espncdn.com/i/teamlogos/nba/500/mil.png","15","MIL","003813",401358773,2022,2,2021-10-19
"24","George Hill","Bucks","23","0-3","0-2","1-2","2","3","5","3","0","1","1","5","-6","1",FALSE,FALSE,FALSE,FALSE,"3","3438","G. Hill","https://a.espncdn.com/i/headshots/nba/players/full/3438.png","Guard","G","Bucks","https://a.espncdn.com/i/teamlogos/nba/500/mil.png","15","MIL","003813",401358773,2022,2,2021-10-19
"25","Justin Robinson","Bucks","4","1-2","1-2","0-0","0","0","0","0","0","0","0","0","+11","3",FALSE,FALSE,FALSE,TRUE,"55","3945566","J. Robinson","https://a.espncdn.com/i/headshots/nba/players/full/3945566.png","Guard","G","Bucks","https://a.espncdn.com/i/teamlogos/nba/500/mil.png","15","MIL","003813",401358773,2022,2,2021-10-19
"26","Draymond Green","Warriors","30","2-5","0-0","2-4","3","5","8","6","1","0","5","3","-2","6",TRUE,FALSE,FALSE,TRUE,"23","6589","D. Green","https://a.espncdn.com/i/headshots/nba/players/full/6589.png","Power Forward","PF","Warriors","https://a.espncdn.com/i/teamlogos/nba/500/gs.png","9","GS","003da5",401358774,2022,2,2021-10-20
"27","Andrew Wiggins","Warriors","26","5-10","2-5","0-0","1","6","7","1","1","0","2","3","-5","12",TRUE,FALSE,FALSE,TRUE,"22","3059319","A. Wiggins","https://a.espncdn.com/i/headshots/nba/players/full/3059319.png","Small Forward","SF","Warriors","https://a.espncdn.com/i/teamlogos/nba/500/gs.png","9","GS","003da5",401358774,2022,2,2021-10-20
"28","Kevon Looney","Warriors","15","3-5","0-0","1-2","2","2","4","1","1","1","1","0","-8","7",TRUE,FALSE,FALSE,FALSE,"5","3155535","K. Looney","https://a.espncdn.com/i/headshots/nba/players/full/3155535.png","Center","C","Warriors","https://a.espncdn.com/i/teamlogos/nba/500/gs.png","9","GS","003da5",401358774,2022,2,2021-10-20
"29","Stephen Curry","Warriors","36","5-21","2-8","9-9","1","9","10","10","3","0","4","1","+4","21",TRUE,FALSE,FALSE,TRUE,"30","3975","S. Curry","https://a.espncdn.com/i/headshots/nba/players/full/3975.png","Point Guard","PG","Warriors","https://a.espncdn.com/i/teamlogos/nba/500/gs.png","9","GS","003da5",401358774,2022,2,2021-10-20
"30","Jordan Poole","Warriors","25","8-18","4-11","0-1","0","2","2","3","1","0","2","2","+2","20",TRUE,FALSE,FALSE,FALSE,"3","4277956","J. Poole","https://a.espncdn.com/i/headshots/nba/players/full/4277956.png","Shooting Guard","SG","Warriors","https://a.espncdn.com/i/teamlogos/nba/500/gs.png","9","GS","003da5",401358774,2022,2,2021-10-20
"31","Nemanja Bjelica","Warriors","26","6-7","1-1","2-2","2","9","11","4","1","0","1","2","+20","15",FALSE,FALSE,FALSE,FALSE,"8","4269","N. Bjelica","https://a.espncdn.com/i/headshots/nba/players/full/4269.png","Power Forward","PF","Warriors","https://a.espncdn.com/i/teamlogos/nba/500/gs.png","9","GS","003da5",401358774,2022,2,2021-10-20
"32","Andre Iguodala","Warriors","23","4-7","2-5","2-2","0","1","1","2","0","1","0","1","+8","12",FALSE,FALSE,FALSE,TRUE,"9","2386","A. Iguodala","https://a.espncdn.com/i/headshots/nba/players/full/2386.png","Forward","F","Warriors","https://a.espncdn.com/i/teamlogos/nba/500/gs.png","9","GS","003da5",401358774,2022,2,2021-10-20
"33","Otto Porter Jr.","Warriors","12","1-3","1-2","2-2","0","1","1","0","1","0","1","2","+1","5",FALSE,FALSE,FALSE,FALSE,"32","2594922","O. Porter Jr.","https://a.espncdn.com/i/headshots/nba/players/full/2594922.png","Small Forward","SF","Warriors","https://a.espncdn.com/i/teamlogos/nba/500/gs.png","9","GS","003da5",401358774,2022,2,2021-10-20
"34","Juan Toscano-Anderson","Warriors","12","2-3","1-2","1-2","0","3","3","1","0","0","1","1","+7","6",FALSE,FALSE,FALSE,FALSE,"95","4401416","J. Toscano-Anderson","https://a.espncdn.com/i/headshots/nba/players/full/4401416.png","Small Forward","SF","Warriors","https://a.espncdn.com/i/teamlogos/nba/500/gs.png","9","GS","003da5",401358774,2022,2,2021-10-20
"35","Damion Lee","Warriors","29","4-10","1-5","6-6","0","1","1","2","0","0","0","3","+9","15",FALSE,FALSE,FALSE,TRUE,"1","2595209","D. Lee","https://a.espncdn.com/i/headshots/nba/players/full/2595209.png","Shooting Guard","SG","Warriors","https://a.espncdn.com/i/teamlogos/nba/500/gs.png","9","GS","003da5",401358774,2022,2,2021-10-20
"36","Moses Moody","Warriors","6","1-3","0-0","0-0","0","2","2","0","0","0","0","0","-1","2",FALSE,FALSE,FALSE,FALSE,"4","4432171","M. Moody","https://a.espncdn.com/i/headshots/nba/players/full/4432171.png","Shooting Guard","SG","Warriors","https://a.espncdn.com/i/teamlogos/nba/500/gs.png","9","GS","003da5",401358774,2022,2,2021-10-20
"37","Gary Payton II","Warriors","0","0-1","0-0","0-0","0","0","0","0","0","0","0","0","0","0",FALSE,FALSE,FALSE,FALSE,"0","3134903","G. Payton II","https://a.espncdn.com/i/headshots/nba/players/full/3134903.png","Guard","G","Warriors","https://a.espncdn.com/i/teamlogos/nba/500/gs.png","9","GS","003da5",401358774,2022,2,2021-10-20
"38","Anthony Davis","Lakers","39","15-26","1-5","2-7","2","9","11","2","1","2","0","0","-2","33",TRUE,FALSE,FALSE,TRUE,"3","6583","A. Davis","https://a.espncdn.com/i/headshots/nba/players/full/6583.png","Power Forward","PF","Lakers","https://a.espncdn.com/i/teamlogos/nba/500/lal.png","13","LAL","542582",401358774,2022,2,2021-10-20
"39","LeBron James","Lakers","37","13-23","5-11","3-6","1","10","11","5","1","1","4","5","-2","34",TRUE,FALSE,FALSE,FALSE,"6","1966","L. James","https://a.espncdn.com/i/headshots/nba/players/full/1966.png","Small Forward","SF","Lakers","https://a.espncdn.com/i/teamlogos/nba/500/lal.png","13","LAL","542582",401358774,2022,2,2021-10-20
"40","Kent Bazemore","Lakers","31","3-9","2-8","0-0","0","2","2","0","0","1","1","4","+10","8",TRUE,FALSE,FALSE,TRUE,"9","6637","K. Bazemore","https://a.espncdn.com/i/headshots/nba/players/full/6637.png","Small Forward","SF","Lakers","https://a.espncdn.com/i/teamlogos/nba/500/lal.png","13","LAL","542582",401358774,2022,2,2021-10-20
"41","DeAndre Jordan","Lakers","13","1-1","0-0","0-0","0","2","2","1","1","0","0","3","+2","2",TRUE,FALSE,FALSE,FALSE,"10","3442","D. Jordan","https://a.espncdn.com/i/headshots/nba/players/full/3442.png","Center","C","Lakers","https://a.espncdn.com/i/teamlogos/nba/500/lal.png","13","LAL","542582",401358774,2022,2,2021-10-20
"42","Russell Westbrook","Lakers","35","4-13","0-4","0-0","1","4","5","4","0","0","4","4","-23","8",TRUE,FALSE,FALSE,TRUE,"0","3468","R. Westbrook","https://a.espncdn.com/i/headshots/nba/players/full/3468.png","Point Guard","PG","Lakers","https://a.espncdn.com/i/teamlogos/nba/500/lal.png","13","LAL","542582",401358774,2022,2,2021-10-20
"43","Carmelo Anthony","Lakers","26","3-9","2-4","1-2","0","4","4","2","0","0","1","2","-5","9",FALSE,FALSE,FALSE,FALSE,"7","1975","C. Anthony","https://a.espncdn.com/i/headshots/nba/players/full/1975.png","Power Forward","PF","Lakers","https://a.espncdn.com/i/teamlogos/nba/500/lal.png","13","LAL","542582",401358774,2022,2,2021-10-20
"44","Dwight Howard","Lakers","13","1-2","0-0","3-4","0","6","6","0","0","0","2","2","-7","5",FALSE,FALSE,FALSE,FALSE,"39","2384","D. Howard","https://a.espncdn.com/i/headshots/nba/players/full/2384.png","Center","C","Lakers","https://a.espncdn.com/i/teamlogos/nba/500/lal.png","13","LAL","542582",401358774,2022,2,2021-10-20
"45","Rajon Rondo","Lakers","20","1-4","1-3","0-0","0","0","0","5","2","0","3","2","+1","3",FALSE,FALSE,FALSE,FALSE,"4","3026","R. Rondo","https://a.espncdn.com/i/headshots/nba/players/full/3026.png","Point Guard","PG","Lakers","https://a.espncdn.com/i/teamlogos/nba/500/lal.png","13","LAL","542582",401358774,2022,2,2021-10-20
"46","Avery Bradley","Lakers","8","2-3","2-3","0-0","1","0","1","1","0","0","1","2","+1","6",FALSE,FALSE,FALSE,TRUE,"20","4240","A. Bradley","https://a.espncdn.com/i/headshots/nba/players/full/4240.png","Point Guard","PG","Lakers","https://a.espncdn.com/i/teamlogos/nba/500/lal.png","13","LAL","542582",401358774,2022,2,2021-10-20
"47","Malik Monk","Lakers","19","2-5","2-4","0-0","0","3","3","1","2","0","1","1","-10","6",FALSE,FALSE,FALSE,TRUE,"11","4066262","M. Monk","https://a.espncdn.com/i/headshots/nba/players/full/4066262.png","Shooting Guard","SG","Lakers","https://a.espncdn.com/i/teamlogos/nba/500/lal.png","13","LAL","542582",401358774,2022,2,2021-10-20
"48","Grant Williams","Celtics","31","6-9","3-5","0-0","0","5","5","4","1","1","2","5","-5","15",TRUE,FALSE,FALSE,FALSE,"12","4066218","G. Williams","https://a.espncdn.com/i/headshots/nba/players/full/4066218.png","Power Forward","PF","Celtics","https://a.espncdn.com/i/teamlogos/nba/500/bos.png","2","BOS","006532",401358775,2022,2,2021-10-20
"49","Jayson Tatum","Celtics","45","7-30","2-15","4-5","4","7","11","4","1","1","3","2","-3","20",TRUE,FALSE,FALSE,TRUE,"0","4065648","J. Tatum","https://a.espncdn.com/i/headshots/nba/players/full/4065648.png","Small Forward","SF","Celtics","https://a.espncdn.com/i/teamlogos/nba/500/bos.png","2","BOS","006532",401358775,2022,2,2021-10-20
"50","Robert Williams III","Celtics","45","5-5","0-0","6-8","3","7","10","3","3","5","0","1","+11","16",TRUE,FALSE,FALSE,TRUE,"44","4066211","R. Williams III","https://a.espncdn.com/i/headshots/nba/players/full/4066211.png","Center","C","Celtics","https://a.espncdn.com/i/teamlogos/nba/500/bos.png","2","BOS","006532",401358775,2022,2,2021-10-20
"51","Marcus Smart","Celtics","46","5-14","5-11","0-0","0","8","8","6","2","0","4","3","+1","15",TRUE,FALSE,FALSE,TRUE,"36","2990992","M. Smart","https://a.espncdn.com/i/headshots/nba/players/full/2990992.png","Point Guard","PG","Celtics","https://a.espncdn.com/i/teamlogos/nba/500/bos.png","2","BOS","006532",401358775,2022,2,2021-10-20
"52","Jaylen Brown","Celtics","46","16-30","8-14","6-8","0","9","9","6","3","1","4","5","+16","46",TRUE,FALSE,FALSE,TRUE,"7","3917376","J. Brown","https://a.espncdn.com/i/headshots/nba/players/full/3917376.png","Shooting Guard","SG","Celtics","https://a.espncdn.com/i/teamlogos/nba/500/bos.png","2","BOS","006532",401358775,2022,2,2021-10-20
"53","Aaron Nesmith","Celtics","11","0-4","0-3","0-0","1","1","2","1","0","0","0","2","-14","0",FALSE,FALSE,FALSE,FALSE,"26","4396909","A. Nesmith","https://a.espncdn.com/i/headshots/nba/players/full/4396909.png","Small Forward","SF","Celtics","https://a.espncdn.com/i/teamlogos/nba/500/bos.png","2","BOS","006532",401358775,2022,2,2021-10-20
"54","Dennis Schroder","Celtics","32","5-16","1-4","1-2","2","1","3","8","2","0","2","3","-16","12",FALSE,FALSE,FALSE,TRUE,"71","3032979","D. Schroder","https://a.espncdn.com/i/headshots/nba/players/full/3032979.png","Point Guard","PG","Celtics","https://a.espncdn.com/i/teamlogos/nba/500/bos.png","2","BOS","006532",401358775,2022,2,2021-10-20
"55","Payton Pritchard","Celtics","11","0-3","0-2","0-0","3","2","5","2","0","1","0","1","+4","0",FALSE,FALSE,FALSE,FALSE,"11","4066354","P. Pritchard","https://a.espncdn.com/i/headshots/nba/players/full/4066354.png","Point Guard","PG","Celtics","https://a.espncdn.com/i/teamlogos/nba/500/bos.png","2","BOS","006532",401358775,2022,2,2021-10-20
"56","Romeo Langford","Celtics","23","4-6","2-3","0-0","2","1","3","0","1","0","3","2","-14","10",FALSE,FALSE,FALSE,FALSE,"45","4397008","R. Langford","https://a.espncdn.com/i/headshots/nba/players/full/4397008.png","Shooting Guard","SG","Celtics","https://a.espncdn.com/i/teamlogos/nba/500/bos.png","2","BOS","006532",401358775,2022,2,2021-10-20
"57","Julius Randle","Knicks","46","12-27","3-8","8-8","0","8","8","9","0","3","7","4","+10","35",TRUE,FALSE,FALSE,TRUE,"30","3064514","J. Randle","https://a.espncdn.com/i/headshots/nba/players/full/3064514.png","Power Forward","PF","Knicks","https://a.espncdn.com/i/teamlogos/nba/500/ny.png","18","NY","225EA8",401358775,2022,2,2021-10-20
"58","Mitchell Robinson","Knicks","34","5-5","0-0","1-4","5","12","17","3","0","2","1","2","+3","11",TRUE,FALSE,FALSE,TRUE,"23","4351852","M. Robinson","https://a.espncdn.com/i/headshots/nba/players/full/4351852.png","Center","C","Knicks","https://a.espncdn.com/i/teamlogos/nba/500/ny.png","18","NY","225EA8",401358775,2022,2,2021-10-20
"59","Kemba Walker","Knicks","36","3-8","3-4","1-2","0","8","8","3","1","0","4","4","-1","10",TRUE,FALSE,FALSE,FALSE,"8","6479","K. Walker","https://a.espncdn.com/i/headshots/nba/players/full/6479.png","Point Guard","PG","Knicks","https://a.espncdn.com/i/teamlogos/nba/500/ny.png","18","NY","225EA8",401358775,2022,2,2021-10-20
"60","Evan Fournier","Knicks","44","13-25","6-13","0-0","0","6","6","3","4","1","1","4","+11","32",TRUE,FALSE,FALSE,TRUE,"13","6588","E. Fournier","https://a.espncdn.com/i/headshots/nba/players/full/6588.png","Shooting Guard","SG","Knicks","https://a.espncdn.com/i/teamlogos/nba/500/ny.png","18","NY","225EA8",401358775,2022,2,2021-10-20
"61","RJ Barrett","Knicks","47","6-11","3-7","4-6","0","5","5","2","0","2","0","5","+8","19",TRUE,FALSE,FALSE,TRUE,"9","4395625","R. Barrett","https://a.espncdn.com/i/headshots/nba/players/full/4395625.png","Shooting Guard","SG","Knicks","https://a.espncdn.com/i/teamlogos/nba/500/ny.png","18","NY","225EA8",401358775,2022,2,2021-10-20
"62","Jericho Sims","Knicks","7","0-0","0-0","1-2","0","1","1","0","0","0","0","0","-7","1",FALSE,FALSE,FALSE,FALSE,"25","4277922","J. Sims","https://a.espncdn.com/i/headshots/nba/players/full/4277922.png","Power Forward","PF","Knicks","https://a.espncdn.com/i/teamlogos/nba/500/ny.png","18","NY","225EA8",401358775,2022,2,2021-10-20
"63","Obi Toppin","Knicks","28","6-9","0-3","2-3","2","3","5","0","0","1","1","1","+4","14",FALSE,FALSE,FALSE,FALSE,"1","4278355","O. Toppin","https://a.espncdn.com/i/headshots/nba/players/full/4278355.png","Power Forward","PF","Knicks","https://a.espncdn.com/i/teamlogos/nba/500/ny.png","18","NY","225EA8",401358775,2022,2,2021-10-20
"64","Derrick Rose","Knicks","22","3-11","1-3","2-2","0","4","4","5","2","1","2","0","+7","9",FALSE,FALSE,FALSE,TRUE,"4","3456","D. Rose","https://a.espncdn.com/i/headshots/nba/players/full/3456.png","Point Guard","PG","Knicks","https://a.espncdn.com/i/teamlogos/nba/500/ny.png","18","NY","225EA8",401358775,2022,2,2021-10-20
"65","Alec Burks","Knicks","16","2-5","1-4","0-0","0","1","1","1","1","0","0","2","-5","5",FALSE,FALSE,FALSE,FALSE,"18","6429","A. Burks","https://a.espncdn.com/i/headshots/nba/players/full/6429.png","Shooting Guard","SG","Knicks","https://a.espncdn.com/i/teamlogos/nba/500/ny.png","18","NY","225EA8",401358775,2022,2,2021-10-20
"66","Immanuel Quickley","Knicks","8","1-4","0-3","0-0","0","0","0","1","1","0","1","0","-8","2",FALSE,FALSE,FALSE,FALSE,"5","4395724","I. Quickley","https://a.espncdn.com/i/headshots/nba/players/full/4395724.png","Shooting Guard","SG","Knicks","https://a.espncdn.com/i/teamlogos/nba/500/ny.png","18","NY","225EA8",401358775,2022,2,2021-10-20
"67","Quentin Grimes","Knicks","0","0-0","0-0","0-0","0","0","0","0","0","0","0","0","-2","0",FALSE,FALSE,FALSE,FALSE,"6","4397014","Q. Grimes","https://a.espncdn.com/i/headshots/nba/players/full/4397014.png","Shooting Guard","SG","Knicks","https://a.espncdn.com/i/teamlogos/nba/500/ny.png","18","NY","225EA8",401358775,2022,2,2021-10-20
"68","Aaron Gordon","Nuggets","29","5-6","1-1","1-2","2","6","8","4","0","1","3","2","+22","12",TRUE,FALSE,FALSE,TRUE,"50","3064290","A. Gordon","https://a.espncdn.com/i/headshots/nba/players/full/3064290.png","Power Forward","PF","Nuggets","https://a.espncdn.com/i/teamlogos/nba/500/den.png","7","DEN","0860A8",401358776,2022,2,2021-10-21
"69","Will Barton","Nuggets","34","8-14","4-8","0-0","0","6","6","5","1","0","0","2","+20","20",TRUE,FALSE,FALSE,TRUE,"5","6579","W. Barton","https://a.espncdn.com/i/headshots/nba/players/full/6579.png","Small Forward","SF","Nuggets","https://a.espncdn.com/i/teamlogos/nba/500/den.png","7","DEN","0860A8",401358776,2022,2,2021-10-21
"70","Michael Porter Jr.","Nuggets","34","6-10","2-3","1-1","1","5","6","5","2","0","2","3","+24","15",TRUE,FALSE,FALSE,TRUE,"1","4278104","M. Porter Jr.","https://a.espncdn.com/i/headshots/nba/players/full/4278104.png","Small Forward","SF","Nuggets","https://a.espncdn.com/i/teamlogos/nba/500/den.png","7","DEN","0860A8",401358776,2022,2,2021-10-21
"71","Nikola Jokic","Nuggets","35","13-22","1-6","0-0","2","11","13","2","2","0","3","3","+28","27",TRUE,FALSE,FALSE,TRUE,"15","3112335","N. Jokic","https://a.espncdn.com/i/headshots/nba/players/full/3112335.png","Center","C","Nuggets","https://a.espncdn.com/i/teamlogos/nba/500/den.png","7","DEN","0860A8",401358776,2022,2,2021-10-21
"72","Monte Morris","Nuggets","28","3-8","3-6","0-2","0","2","2","3","0","0","1","1","+18","9",TRUE,FALSE,FALSE,TRUE,"11","3059310","M. Morris","https://a.espncdn.com/i/headshots/nba/players/full/3059310.png","Point Guard","PG","Nuggets","https://a.espncdn.com/i/teamlogos/nba/500/den.png","7","DEN","0860A8",401358776,2022,2,2021-10-21
"73","Jeff Green","Nuggets","19","4-9","3-6","2-2","0","1","1","1","0","0","2","3","-10","13",FALSE,FALSE,FALSE,FALSE,"8","3209","J. Green","https://a.espncdn.com/i/headshots/nba/players/full/3209.png","Power Forward","PF","Nuggets","https://a.espncdn.com/i/teamlogos/nba/500/den.png","7","DEN","0860A8",401358776,2022,2,2021-10-21
"74","JaMychal Green","Nuggets","13","1-4","0-2","0-0","0","2","2","0","1","0","2","3","-16","2",FALSE,FALSE,FALSE,FALSE,"0","2327577","J. Green","https://a.espncdn.com/i/headshots/nba/players/full/2327577.png","Power Forward","PF","Nuggets","https://a.espncdn.com/i/teamlogos/nba/500/den.png","7","DEN","0860A8",401358776,2022,2,2021-10-21
"75","Facundo Campazzo","Nuggets","20","0-3","0-1","0-0","0","3","3","4","2","0","2","1","-6","0",FALSE,FALSE,FALSE,FALSE,"7","2968334","F. Campazzo","https://a.espncdn.com/i/headshots/nba/players/full/2968334.png","Point Guard","PG","Nuggets","https://a.espncdn.com/i/teamlogos/nba/500/den.png","7","DEN","0860A8",401358776,2022,2,2021-10-21
